排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 月份,非獨 董監 持股 (萬張),非獨 董監 增減 張數,非獨 董監 持股 (%),非獨 董監 質押 (萬張),非獨 董監 質押 (%),獨立 董監 持股 (萬張),獨立 董監 增減 張數,獨立 董監 持股 (%),獨立 董監 質押 (萬張),獨立 董監 質押 (%),全體 董監 持股 (萬張),全體 董監 增減 張數,全體 董監 持股 (%),全體 董監 質押 (萬張),全體 董監 質押 (%)
21,1314,中石化,7.68,0.02,0.26,26M07,26.1,0.0,6.91,21.1,80.6,0.0,0.0,0.0,0.0,0.0,26.1,0.0,6.91,21.1,80.6
22,3164,景岳,16.0,-0.2,-1.23,26M07,1.01,0.0,11.7,0.81,80.0,0.0,0.0,0.03,0.0,0.0,1.01,0.0,11.8,0.81,79.7
23,4171,瑞基,17.05,-0.15,-0.87,26M07,0.51,0.0,8.86,0.41,79.7,0.0,0.0,0.0,0.0,0.0,0.51,0.0,8.86,0.41,79.7
24,4994,傳奇,85.1,-2.2,-2.52,26M07,1.8,0.0,27.1,1.42,78.8,0.0,0.0,0.0,0.0,0.0,1.8,0.0,27.1,1.42,78.8
25,2414,精技,53.3,0.5,0.95,26M07,5.37,0.0,33.2,4.27,79.6,0.06,0.0,0.34,0.0,0.0,5.42,0.0,33.5,4.27,78.8
26,1338,廣華-KY,14.65,-0.2,-1.35,26M07,1.53,0.0,18.3,1.2,78.2,0.0,0.0,0.0,0.0,0.0,1.53,0.0,18.3,1.2,78.2
27,3207,耀勝,42.7,0.9,2.15,26M07,0.65,0.0,9.79,0.5,76.9,0.0,0.0,0.0,0.0,0.0,0.65,0.0,9.79,0.5,76.9
28,5531,鄉林,7.45,0.0,0.0,26M07,25.2,0.0,25.7,19.0,75.6,0.0,0.0,0.0,0.0,0.0,25.2,0.0,25.7,19.0,75.6
29,4707,磐亞,31.5,-0.95,-2.93,26M07,2.83,0.0,7.01,2.11,74.6,0.0,0.0,0.0,0.0,0.0,2.83,0.0,7.01,2.11,74.6
30,6662,樂斯科,28.5,-0.1,-0.35,26M07,0.03,7.0,1.25,0.02,73.5,0.0,0.0,0.0,0.0,0.0,0.03,7.0,1.25,0.02,73.5
31,6243,迅杰,46.8,2.9,6.61,26M07,0.84,0.0,18.7,0.62,73.4,0.0,0.0,0.0,0.0,0.0,0.84,0.0,18.7,0.62,73.4
32,6160,欣技,14.15,0.05,0.35,26M07,1.29,0.0,18.9,0.98,76.2,0.05,0.0,0.79,0.0,0.0,1.35,0.0,19.7,0.98,73.1
33,1464,得力,10.2,0.0,0.0,26M07,4.31,0.0,10.1,3.15,73.1,0.0,0.0,0.0,0.0,0.0,4.31,0.0,10.1,3.15,73.1
34,4174,浩鼎,26.35,-0.4,-1.5,26M07,1.29,0.0,9.79,0.9,69.9,0.0,0.0,0.0,0.0,0.0,1.29,0.0,9.79,0.9,69.9
35,4747,強生,54.5,-1.3,-2.33,26M07,1.48,35.0,32.5,1.02,68.8,0.0,0.0,0.0,0.0,0.0,1.48,35.0,32.5,1.02,68.8
36,2905,三商,17.1,0.9,5.56,26M07,48.5,0.0,43.7,33.4,68.7,0.0,0.0,0.0,0.0,0.0,48.5,0.0,43.7,33.4,68.7
37,8443,阿瘦,11.5,0.0,0.0,26M07,1.38,0.0,20.7,0.94,68.1,0.0,0.0,0.0,0.0,0.0,1.38,0.0,20.7,0.94,68.1
38,2461,光群雷,17.6,-0.25,-1.4,26M07,1.62,87.0,9.28,1.1,67.6,0.0,0.0,0.0,0.0,0.0,1.62,87.0,9.28,1.1,67.6
39,2524,京城,34.9,-0.4,-1.13,26M07,4.97,0.0,13.6,3.27,65.8,0.0,0.0,0.0,0.0,0.0,4.97,0.0,13.6,3.27,65.8
40,2732,六角,63.0,-0.2,-0.32,26M07,1.43,0.0,30.7,0.93,65.1,0.0,0.0,0.0,0.0,0.0,1.43,0.0,30.7,0.93,65.1
41,2241,艾姆勒,32.75,-0.55,-1.65,26M07,1.11,0.0,10.6,0.72,64.9,0.0,0.0,0.0,0.0,0.0,1.11,0.0,10.6,0.72,64.9
42,4113,聯上,14.9,0.05,0.34,26M07,5.95,0.0,25.7,3.89,65.4,0.07,0.0,0.28,0.0,0.0,6.01,0.0,26.0,3.89,64.7
43,3466,德晉,25.0,-0.5,-1.96,26M07,0.92,0.0,11.9,0.6,64.5,0.0,0.0,0.0,0.0,0.0,0.92,0.0,11.9,0.6,64.5
44,8941,關中,44.2,-0.8,-1.78,26M07,1.17,2.0,33.5,0.74,63.5,0.0,0.0,0.0,0.0,0.0,1.17,2.0,33.5,0.74,63.5
45,1432,大魯閣,15.1,0.0,0.0,26M07,0.99,0.0,9.19,0.61,61.7,0.0,0.0,0.0,0.0,0.0,0.99,0.0,9.19,0.61,61.7
46,2405,輔信,16.05,0.2,1.26,26M07,2.25,0.0,6.55,1.39,61.6,0.0,0.0,0.0,0.0,0.0,2.25,0.0,6.55,1.39,61.6
47,6222,立軒,20.1,-0.35,-1.71,26M07,6.03,0.0,63.1,3.72,61.6,0.0,0.0,0.0,0.0,0.0,6.03,0.0,63.1,3.72,61.6
48,2849,安泰銀,14.3,-0.15,-1.04,26M07,42.8,0.0,21.9,26.4,61.6,0.0,0.0,0.0,0.0,0.0,42.8,0.0,21.9,26.4,61.6
49,6695,芯鼎,51.0,-0.5,-0.97,26M07,1.3,-5000.0,12.2,0.8,61.5,0.0,0.0,0.0,0.0,0.0,1.3,-5000.0,12.2,0.8,61.5
50,5278,尚凡*,24.45,-0.15,-0.61,26M07,12.8,593.0,42.7,7.81,61.0,0.0,0.0,0.0,0.0,0.0,12.8,593.0,42.7,7.81,61.0
51,2438,翔耀,18.45,-0.4,-2.12,26M07,0.29,0.0,4.07,0.18,60.4,0.0,0.0,0.0,0.0,0.0,0.29,0.0,4.07,0.18,60.4
52,8105,凌巨,16.75,0.0,0.0,26M07,13.6,-98850.0,30.7,8.15,60.1,0.0,0.0,0.0,0.0,0.0,13.6,-98850.0,30.7,8.15,60.1
53,4416,三圓,10.85,0.5,4.83,26M07,1.07,0.0,14.5,0.64,60.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,14.5,0.64,60.0
54,2406,國碩,29.2,-2.3,-7.3,26M07,2.39,-111.0,6.81,1.43,60.0,0.0,0.0,0.0,0.0,0.0,2.39,-111.0,6.81,1.43,60.0
55,4566,時碩工業,75.6,0.1,0.13,26M07,2.33,0.0,21.2,1.39,59.5,0.0,0.0,0.0,0.0,0.0,2.33,0.0,21.2,1.39,59.5
56,6873,泓德能源,69.0,-1.6,-2.27,26M07,1.8,0.0,12.6,1.07,59.7,0.01,0.0,0.08,0.0,0.0,1.81,0.0,12.7,1.07,59.3
57,8927,北基,19.95,0.05,0.25,26M07,12.4,0.0,29.6,7.2,58.0,0.0,0.0,0.0,0.0,0.0,12.4,0.0,29.6,7.2,58.0
58,2413,環科,44.1,-1.3,-2.86,26M07,1.6,0.0,12.6,0.92,57.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,12.6,0.92,57.6
59,2338,光罩,39.65,-1.05,-2.58,26M07,1.75,0.0,4.76,1.0,57.4,0.0,0.0,0.0,0.0,0.0,1.75,0.0,4.76,1.0,57.4
60,8424,惠普,68.8,-0.3,-0.43,26M07,1.93,0.0,53.4,1.1,57.1,0.0,0.0,0.0,0.0,0.0,1.93,0.0,53.4,1.1,57.1
61,6535,順藥,86.1,-1.8,-2.05,26M07,5.98,0.0,35.6,3.4,56.8,0.0,0.0,0.0,0.0,0.0,5.98,0.0,35.6,3.4,56.8
62,3680,家登,463.5,-8.5,-1.8,26M07,1.04,0.0,10.8,0.68,56.6,0.0,0.0,0.04,0.0,0.0,1.05,0.0,10.9,0.68,56.4
63,1529,樂事綠能,16.95,-0.05,-0.29,26M07,2.0,952.0,12.9,1.13,56.3,0.0,0.0,0.0,0.0,0.0,2.0,952.0,12.9,1.13,56.3
64,2543,皇昌,38.9,-0.75,-1.89,26M07,24.8,0.0,46.9,13.9,56.1,0.0,0.0,0.0,0.0,0.0,24.8,0.0,46.9,13.9,56.1
65,3625,西勝,15.9,-0.85,-5.07,26M07,1.67,0.0,14.6,0.94,56.6,0.03,0.0,0.22,0.0,0.0,1.7,0.0,14.8,0.94,55.7
66,2545,皇翔,33.55,-0.9,-2.61,26M07,16.1,0.0,42.3,8.83,55.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,42.3,8.83,55.0
67,3490,單井,39.65,2.8,7.6,26M07,0.39,0.0,7.03,0.21,54.7,0.0,0.0,0.0,0.0,0.0,0.39,0.0,7.03,0.21,54.7
68,6141,柏承,35.0,-1.6,-4.37,26M07,0.81,0.0,7.14,0.44,54.7,0.0,0.0,0.01,0.0,0.0,0.81,0.0,7.16,0.44,54.6
69,2206,三陽工業,60.9,0.0,0.0,26M07,6.39,0.0,8.26,3.41,53.3,0.0,0.0,0.0,0.0,0.0,6.39,0.0,8.26,3.41,53.3
70,3059,華晶科,40.8,0.05,0.12,26M07,2.22,27.0,7.21,1.18,53.2,0.0,0.0,0.01,0.0,0.0,2.22,27.0,7.22,1.18,53.2
71,3041,揚智,23.3,0.05,0.22,26M07,2.5,0.0,17.8,1.33,53.1,0.0,0.0,0.0,0.0,0.0,2.5,0.0,17.8,1.33,53.1
72,5864,致和證,34.2,0.3,0.88,26M07,10.3,10175.0,20.5,5.39,52.2,0.0,0.0,0.0,0.0,0.0,10.3,10175.0,20.5,5.39,52.2
73,8033,雷虎,201.5,18.0,9.81,26M07,0.71,-73.0,4.29,0.36,51.0,0.0,0.0,0.0,0.0,0.0,0.71,-73.0,4.29,0.36,51.0
74,8932,智通*,108.0,3.0,2.86,26M07,5.64,0.0,15.8,2.87,50.8,0.0,0.0,0.0,0.0,0.0,5.64,0.0,15.8,2.87,50.8
75,6856,鑫傳,42.2,-2.6,-5.8,26M07,1.84,0.0,65.2,0.92,50.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,65.2,0.92,50.0
76,1419,新紡,65.0,0.1,0.15,26M07,2.53,0.0,8.42,1.25,49.3,0.0,0.0,0.0,0.0,0.0,2.53,0.0,8.42,1.25,49.3
77,2908,特力,21.85,-0.05,-0.23,26M07,7.95,0.0,15.6,3.91,49.2,0.0,0.0,0.0,0.0,0.0,7.95,0.0,15.6,3.91,49.2
78,2433,互盛電,41.85,-0.1,-0.24,26M07,3.95,0.0,27.3,1.94,49.1,0.0,0.0,0.0,0.0,0.0,3.95,0.0,27.3,1.94,49.1
79,5878,台名,38.5,-0.1,-0.26,26M07,0.91,0.0,36.3,0.44,48.9,0.0,0.0,0.0,0.0,0.0,0.91,0.0,36.3,0.44,48.9
80,8436,大江,120.0,-2.5,-2.04,26M07,1.32,0.0,11.2,0.64,48.8,0.0,0.0,0.0,0.0,0.0,1.32,0.0,11.2,0.64,48.8
81,2373,震旦行,53.3,-0.3,-0.56,26M07,12.5,20.0,52.9,6.08,48.6,0.0,0.0,0.0,0.0,0.0,12.5,20.0,52.9,6.08,48.6
82,3703,欣陸,19.95,-0.05,-0.25,26M07,27.0,0.0,32.8,13.1,48.4,0.0,0.0,0.0,0.0,0.0,27.0,0.0,32.8,13.1,48.4
83,6015,宏遠證,16.45,0.5,3.13,26M07,3.52,0.0,8.94,1.7,48.4,0.0,0.0,0.0,0.0,0.0,3.52,0.0,8.94,1.7,48.4
84,6684,安格,48.05,-1.9,-3.8,26M07,1.45,0.0,32.6,0.7,48.2,0.0,0.0,0.0,0.0,0.0,1.45,0.0,32.6,0.7,48.2
85,2017,官田鋼,8.68,-0.15,-1.7,26M07,10.1,0.0,22.5,4.84,48.1,0.0,0.0,0.0,0.0,0.0,10.1,0.0,22.5,4.84,48.1
86,6180,橘子,41.75,-0.05,-0.12,26M07,3.27,0.0,18.6,1.57,48.1,0.0,0.0,0.0,0.0,0.0,3.27,0.0,18.6,1.57,48.1
87,9958,世紀鋼,103.0,-1.5,-1.44,26M07,5.31,0.0,21.5,2.54,47.9,0.0,0.0,0.0,0.0,0.0,5.31,0.0,21.5,2.54,47.9
88,2230,泰茂,24.95,-0.55,-2.16,26M07,0.89,-2.0,13.1,0.43,47.9,0.0,0.0,0.0,0.0,0.0,0.89,-2.0,13.1,0.43,47.9
89,6770,力積電,78.4,3.5,4.67,26M07,85.6,-116381.0,18.2,41.0,47.8,0.01,0.0,0.0,0.0,0.0,85.6,-116381.0,18.2,41.0,47.8
90,6215,和椿,104.0,-3.0,-2.8,26M07,1.6,0.0,19.3,0.76,47.5,0.0,0.0,0.02,0.0,0.0,1.6,0.0,19.3,0.76,47.5
91,3055,蔚華科,116.0,-2.5,-2.11,26M07,3.56,0.0,30.9,1.69,47.4,0.0,0.0,0.0,0.0,0.0,3.56,0.0,30.9,1.69,47.4
92,8444,綠河-KY,5.01,0.15,3.09,26M07,1.22,0.0,9.74,0.62,51.3,0.1,0.0,0.8,0.0,0.0,1.32,0.0,10.5,0.62,47.4
93,2812,台中銀,18.65,0.0,0.0,26M07,19.2,0.0,3.18,9.0,47.0,0.0,0.0,0.0,0.0,0.0,19.2,0.0,3.18,9.0,47.0
94,2067,嘉鋼,6.17,-0.12,-1.91,26M07,1.18,0.0,26.1,0.55,46.8,0.0,0.0,0.0,0.0,0.0,1.18,0.0,26.1,0.55,46.8
95,2348,海悅,69.6,-0.2,-0.29,26M07,2.26,0.0,14.9,1.05,46.5,0.0,0.0,0.0,0.0,0.0,2.26,0.0,14.9,1.05,46.5
96,8107,大億金茂,12.35,-0.1,-0.8,26M07,2.05,0.0,27.3,0.95,46.4,0.0,0.0,0.0,0.0,0.0,2.05,0.0,27.3,0.95,46.4
97,1598,岱宇,20.55,0.35,1.73,26M07,1.54,574.0,8.62,0.71,46.0,0.0,0.0,0.0,0.0,0.0,1.54,574.0,8.62,0.71,46.0
98,2702,華園,12.25,-0.15,-1.21,26M07,3.04,0.0,19.4,1.4,46.1,0.0,0.0,0.01,0.0,0.0,3.04,0.0,19.4,1.4,46.0
99,6469,大樹,69.8,-0.3,-0.43,26M07,2.49,0.0,16.6,1.16,46.5,0.03,0.0,0.18,0.0,0.0,2.52,0.0,16.8,1.16,46.0
100,6585,鼎基,117.5,-2.5,-2.08,26M07,3.26,0.0,45.2,1.5,46.0,0.0,0.0,0.0,0.0,0.0,3.26,0.0,45.2,1.5,46.0
101,2926,誠品生活,30.0,-0.35,-1.15,26M07,2.45,0.0,51.8,1.12,45.8,0.0,0.0,0.0,0.0,0.0,2.45,0.0,51.8,1.12,45.8
102,2331,精英,20.7,1.6,8.38,26M07,27.1,0.0,48.7,12.4,45.7,0.0,0.0,0.0,0.0,0.0,27.1,0.0,48.7,12.4,45.7
103,9906,欣巴巴,39.35,-0.75,-1.87,26M07,3.5,0.0,38.7,1.58,45.3,0.0,0.0,0.0,0.0,0.0,3.5,0.0,38.7,1.58,45.3
104,1521,大億,25.75,0.2,0.78,26M07,4.56,0.0,59.8,2.05,45.0,0.0,0.0,0.0,0.0,0.0,4.56,0.0,59.8,2.05,45.0
105,8916,光隆,40.3,0.0,0.0,26M07,1.71,0.0,11.3,0.79,46.2,0.05,0.0,0.35,0.0,0.0,1.76,0.0,11.7,0.79,44.9
106,5523,豐謙,30.35,0.0,0.0,26M07,3.44,0.0,22.2,1.54,44.8,0.0,0.0,0.0,0.0,0.0,3.44,0.0,22.2,1.54,44.8
107,8097,常珵,50.6,-0.4,-0.78,26M07,1.7,0.0,26.6,0.76,44.7,0.0,0.0,0.02,0.0,0.0,1.7,0.0,26.7,0.76,44.7
108,2883,凱基金,31.65,0.15,0.48,26M07,20.4,0.0,1.1,9.1,44.6,0.01,0.0,0.0,0.0,0.0,20.4,0.0,1.1,9.1,44.6
109,6931,青松健康,41.8,-1.75,-4.02,26M07,0.65,0.0,9.84,0.29,44.5,0.0,0.0,0.03,0.0,0.0,0.65,0.0,9.87,0.29,44.4
110,7780,大研生醫*,16.6,-0.1,-0.6,26M07,55.7,0.0,68.7,24.5,44.0,0.0,0.0,0.0,0.0,0.0,55.7,0.0,68.7,24.5,44.0
111,3310,佳穎,68.8,0.2,0.29,26M07,1.2,16.0,16.0,0.52,43.7,0.0,0.0,0.0,0.0,0.0,1.2,16.0,16.0,0.52,43.7
112,2457,飛宏,23.55,-0.1,-0.42,26M07,6.16,0.0,14.5,2.67,43.4,0.0,0.0,0.0,0.0,0.0,6.16,0.0,14.5,2.67,43.4
113,8403,盛弘,19.2,0.0,0.0,26M07,4.13,0.0,30.0,1.78,43.1,0.0,0.0,0.0,0.0,0.0,4.13,0.0,30.0,1.78,43.1
114,6233,旺玖,21.5,-0.5,-2.27,26M07,0.74,0.0,9.08,0.32,43.5,0.01,0.0,0.12,0.0,0.0,0.75,0.0,9.2,0.32,42.9
115,5263,智崴,89.8,-0.1,-0.11,26M07,0.91,0.0,12.3,0.39,42.8,0.0,0.0,0.0,0.0,0.0,0.91,0.0,12.3,0.39,42.8
116,3704,合勤控,43.85,2.0,4.78,26M07,10.6,35.0,25.5,4.49,42.4,0.0,0.0,0.0,0.0,0.0,10.6,35.0,25.5,4.49,42.4
117,2540,愛山林,45.5,0.7,1.56,26M07,65.7,0.0,69.5,27.8,42.4,0.01,0.0,0.01,0.0,0.0,65.7,0.0,69.5,27.8,42.4
118,9908,大台北,29.05,-0.05,-0.17,26M07,4.22,0.0,8.17,1.78,42.2,0.0,0.0,0.0,0.0,0.0,4.22,0.0,8.17,1.78,42.2
119,1802,台玻,57.9,1.0,1.76,26M07,87.5,0.0,30.1,36.8,42.1,0.0,0.0,0.0,0.0,0.0,87.5,0.0,30.1,36.8,42.1
120,5483,中美晶,188.0,0.5,0.27,26M07,3.0,-30.0,4.68,1.26,42.1,0.0,0.0,0.0,0.0,0.0,3.0,-30.0,4.68,1.26,42.1
121,6217,中探針,169.0,0.5,0.3,26M07,0.8,-9.0,6.83,0.34,41.8,0.0,0.0,0.0,0.0,0.0,0.8,-9.0,6.83,0.34,41.8
122,3717,聯嘉投控,22.55,-0.15,-0.66,26M07,3.13,0.0,15.1,1.3,41.6,0.0,0.0,0.0,0.0,0.0,3.13,0.0,15.1,1.3,41.6
123,3587,閎康,246.0,-4.0,-1.6,26M07,1.43,0.0,20.1,0.59,41.6,0.0,0.0,0.0,0.0,0.0,1.43,0.0,20.1,0.59,41.6
124,4164,承業醫,26.6,-0.15,-0.56,26M07,1.63,0.0,8.33,0.67,41.4,0.0,0.0,0.0,0.0,0.0,1.63,0.0,8.33,0.67,41.4
125,5471,松翰,58.5,0.4,0.69,26M07,1.8,0.0,10.7,0.81,41.3,0.0,0.0,0.0,0.0,0.0,1.8,0.0,10.7,0.81,41.3
126,2641,正德,17.35,0.15,0.87,26M07,5.99,0.0,18.1,2.45,40.9,0.02,0.0,0.06,0.0,0.0,6.01,0.0,18.2,2.45,40.8
127,6706,惠特,118.0,-4.5,-3.67,26M07,0.79,0.0,10.0,0.32,40.5,0.0,0.0,0.0,0.0,0.0,0.79,0.0,10.0,0.32,40.5
128,3557,嘉威,24.5,-0.45,-1.8,26M07,1.29,3.0,15.3,0.52,40.2,0.0,0.0,0.0,0.0,0.0,1.29,3.0,15.3,0.52,40.2
129,2910,統領,23.8,0.2,0.85,26M07,3.49,0.0,19.9,1.4,40.1,0.0,0.0,0.0,0.0,0.0,3.49,0.0,19.9,1.4,40.1
130,2421,建準,146.0,-3.5,-2.34,26M07,2.0,0.0,6.97,0.8,40.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.97,0.8,40.0
131,2719,燦星旅,21.0,0.0,0.0,26M07,5.0,0.0,72.3,2.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,72.3,2.0,40.0
132,3716,中化控股,34.8,-0.45,-1.28,26M07,1.54,0.0,10.3,0.62,39.8,0.0,0.0,0.0,0.0,0.0,1.54,0.0,10.3,0.62,39.8
133,3376,新日興,189.5,0.0,0.0,26M07,1.76,0.0,8.98,0.7,39.8,0.0,0.0,0.0,0.0,0.0,1.76,0.0,8.98,0.7,39.8
134,4207,環泰,20.95,0.0,0.0,26M07,5.28,147.0,26.6,2.1,39.8,0.0,0.0,0.0,0.0,0.0,5.28,147.0,26.6,2.1,39.8
135,1536,和大,51.0,-0.1,-0.2,26M07,4.47,0.0,16.0,1.76,39.4,0.0,0.0,0.0,0.0,0.0,4.47,0.0,16.0,1.76,39.4
136,2103,台橡,26.85,-1.25,-4.45,26M07,11.7,0.0,14.1,4.58,39.2,0.0,0.0,0.0,0.0,0.0,11.7,0.0,14.1,4.58,39.2
137,5310,天剛,25.15,0.15,0.6,26M07,0.07,0.0,2.56,0.03,39.2,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2.56,0.03,39.2
138,2032,新鋼,16.6,-0.6,-3.49,26M07,1.16,0.0,8.88,0.45,38.8,0.0,0.0,0.0,0.0,0.0,1.16,0.0,8.88,0.45,38.8
139,5356,協益,25.9,-0.1,-0.38,26M07,0.63,0.0,6.07,0.24,38.7,0.0,0.0,0.0,0.0,0.0,0.63,0.0,6.07,0.24,38.7
140,8027,鈦昇,186.5,-3.5,-1.84,26M07,0.75,0.0,6.86,0.29,38.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,6.86,0.29,38.5
141,2637,慧洋-KY,85.7,0.5,0.59,26M07,23.1,0.0,31.0,8.89,38.4,0.0,0.0,0.0,0.0,0.0,23.1,0.0,31.0,8.89,38.4
142,5388,中磊,79.8,-1.3,-1.6,26M07,1.4,0.0,4.59,0.53,38.1,0.0,0.0,0.0,0.0,0.0,1.4,0.0,4.59,0.53,38.1
143,5364,力麗店,8.72,0.06,0.69,26M07,3.71,0.0,58.1,1.4,37.7,0.0,0.0,0.0,0.0,0.0,3.71,0.0,58.1,1.4,37.7
144,4915,致伸,60.9,0.2,0.33,26M07,1.04,0.0,2.2,0.47,37.6,0.0,0.0,0.0,0.0,0.0,1.04,0.0,2.2,0.47,37.6
145,1459,聯發,14.0,-0.05,-0.36,26M07,4.73,-15613.0,13.2,1.82,38.4,0.11,-378.0,0.32,0.0,0.0,4.84,-15991.0,13.5,1.82,37.5
146,5014,建錩,10.1,-0.15,-1.46,26M07,2.51,0.0,13.7,0.94,37.4,0.0,0.0,0.0,0.0,0.0,2.51,0.0,13.7,0.94,37.4
147,6101,寬魚國際,35.35,-0.55,-1.53,26M07,2.42,0.0,21.1,0.9,37.4,0.0,0.0,0.0,0.0,0.0,2.42,0.0,21.1,0.9,37.4
148,2365,昆盈,31.0,-0.25,-0.8,26M07,1.21,0.0,5.48,0.45,37.1,0.0,0.0,0.0,0.0,0.0,1.21,0.0,5.48,0.45,37.1
149,2486,一詮,225.5,-6.0,-2.59,26M07,3.82,0.0,16.3,1.41,36.8,0.0,0.0,0.0,0.0,0.0,3.82,0.0,16.3,1.41,36.8
150,8933,愛地雅,4.45,-0.08,-1.77,26M07,3.86,0.0,11.8,1.41,36.6,0.0,0.0,0.0,0.0,0.0,3.86,0.0,11.8,1.41,36.6
151,6962,奕力-KY,30.75,-2.95,-8.75,26M07,8.9,0.0,18.1,3.25,36.5,0.0,0.0,0.0,0.0,0.0,8.9,0.0,18.1,3.25,36.5
152,8489,三貝德,22.9,0.15,0.66,26M07,0.42,0.0,7.04,0.15,36.5,0.0,0.0,0.0,0.0,0.0,0.42,0.0,7.04,0.15,36.4
153,5321,美而快,63.6,1.6,2.58,26M07,0.8,-36.0,15.1,0.29,36.1,0.0,0.0,0.0,0.0,0.0,0.8,-36.0,15.1,0.29,36.1
154,2420,新巨,58.6,0.9,1.56,26M07,2.37,0.0,15.5,0.85,36.1,0.0,0.0,0.0,0.0,0.0,2.37,0.0,15.5,0.85,36.1
155,1569,濱川,42.35,0.25,0.59,26M07,2.42,0.0,16.8,0.87,36.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,16.8,0.87,36.0
